,customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_segment,segment_result
32411,5d8712db3109f5c3b2b82ba5051220e0,293,2,166.9,3,1,4,314,About to sleep
32496,5db8f1da4c5edff77c8cf23a0a810946,461,2,296.12,1,1,5,115,Hibernating
32551,5de2b0c34e38970be54f630328573ffd,13,2,148.0,5,1,4,514,New customers
32577,5df59f65c7e2d277e3cf59d76dc2fa80,369,3,54.09,2,1,2,212,Hibernating
32596,5e03611738b719fa467609220c293474,184,3,35.0,4,1,1,411,Promising
32618,5e0f7317756669ff7b384444dbb81fa3,78,7,110.82000000000001,5,4,3,543,Champions
32695,5e43c982ccb91984104e2aaaa062e652,382,2,31.17,2,1,1,211,Hibernating
32723,5e585800a1e9e903a5f8ce1e36d7e635,453,3,102.42,1,1,3,113,Hibernating
32726,5e5ad7cff3ed055c3bc4a0887aabc091,218,2,75.77,3,1,2,312,About to sleep
32747,5e6e72b76179c156b3e332b43127ad4a,75,2,224.34,5,1,5,515,New customers
32751,5e6f9f9e30a4774f7b61dd275244465a,559,2,44.51,1,1,1,111,Hibernating
32769,5e7f31c7eb308dde013b9cd6f31ac8bb,474,2,24.009999999999998,1,1,1,111,Hibernating
32918,5eedff30a379fbcc0851653d18295723,474,2,130.52,1,1,4,114,Hibernating
32937,5efc5047589fa989a362c98f2137de01,378,2,100.34,2,1,3,213,Hibernating
32957,5f0d1a2585d29514956283c559da610b,347,2,91.86000000000001,2,1,3,213,Hibernating
32962,5f12d78c47adb7e59ed5aca5c52a3357,42,3,173.75,5,1,4,514,New customers
32991,5f269079392f6bbec64c4d148de17565,89,3,33.78,5,1,1,511,New customers
33067,5f5babb717b93691c4757d4bfc1293a2,9,4,107.76,5,2,3,523,Potential loyalists
33077,5f66fbfb3bf50be018e9aea8906bc04b,398,2,103.73,2,1,3,213,Hibernating
33079,5f6a05a83bef098f3968150ebff9c19c,543,2,79.11,1,1,3,113,Hibernating
33088,5f6bf39c32d968a0d4973f5172135f0a,269,2,136.3,3,1,4,314,About to sleep
33099,5f7587c3961ed679a9e4ac53be2fabcf,385,2,194.73,2,1,5,215,Hibernating
33107,5f79f446984a2ba4f1cb86bf26f3ef64,385,6,257.02,2,4,5,245,At risk
33111,5f7a57e2b8a60c5504cf3d41c267b0f1,98,3,205.06,5,1,5,515,New customers
33197,5fabc533f674be519dbec34d861afe1f,126,2,126.22999999999999,4,1,4,414,Promising
33238,5fc34b391c50e16a715f6628a74d63ca,342,2,63.25,2,1,2,212,Hibernating
33280,5fe6feaf063dd24de0c2a3b2c6e55efb,277,2,65.71,3,1,2,312,About to sleep
33324,6003a3a8e782dcca760533542aecd5b2,49,2,351.35999999999996,5,1,5,515,New customers
33339,600c7fa664ebe06507a29f2e71d549ca,271,2,22.78,3,1,1,311,About to sleep
33406,604478c777eb4011f1f1d6c1eea29daa,423,2,66.0,1,1,2,112,Hibernating
33477,607d0000aa9de05c99eb26ea53c69011,550,2,226.86,1,1,5,115,Hibernating
33482,607f61c673a8d9f19a81f89a9fb081bd,412,4,47.68,2,2,1,221,Hibernating
33505,608ca06a0877186cb46883660d1ae256,395,2,139.89,2,1,4,214,Hibernating
33663,610080385422f68df555845ce3b081af,175,3,194.11,4,1,5,415,Promising
33674,61077f55e443e26ba5368cf308ba71b7,245,2,176.78,3,1,5,315,About to sleep
33766,61488e7e90dbc5345b81fb4eb8fed669,266,2,73.97999999999999,3,1,2,312,About to sleep
33788,615524b12e97c076f052c4fe166ecce2,237,2,38.879999999999995,3,1,1,311,About to sleep
33808,6160230e6f8adb5cb023ad37203287a9,135,7,65.13,4,4,2,442,Loyal customers
33811,61609db271bd91cfbd84c080e5d6e889,259,3,80.81,3,1,3,313,About to sleep
33874,61904f4433f98a2b17c4c483c179c8a2,475,3,145.82999999999998,1,1,4,114,Hibernating
33942,61c268b557ee4ca190efd452ff73df34,154,2,36.29,4,1,1,411,Promising
33947,61c762a7d424e2426520553558a1706c,330,2,82.7,2,1,3,213,Hibernating
33976,61dbac8585e5cb789947090f1395825c,456,2,64.79,1,1,2,112,Hibernating
33979,61dfb2ae9399454cb12545524d192978,54,2,187.89,5,1,5,515,New customers
33997,61f3d4533295490f67b10606b6255145,22,2,147.81,5,1,4,514,New customers
34013,61fe8bb74fbc2eac555010a7bbe4914f,252,2,175.32,3,1,4,314,About to sleep
34063,621c23f2d651357cb0c13e71fec8e0aa,98,2,37.230000000000004,5,1,1,511,New customers
34090,6233e1c1b76b3f0e1527afdd8db0c7a1,15,3,320.31,5,1,5,515,New customers
34141,6257a012a2882532b055d565322107ce,306,2,56.5,2,1,2,212,Hibernating
34187,628050a7e00a84944c5f80747d9e05ab,191,2,453.74,4,1,5,415,Promising
34231,629fd78f7a2a5adde1ce172f44106fd3,400,2,66.79,2,1,2,212,Hibernating
34303,62d561a5b1260c4476fd985dcae3eb78,126,2,152.82,4,1,4,414,Promising
34315,62db770757572d32da1bffc3b7d2ae10,28,2,199.2,5,1,5,515,New customers
34360,630a8c52c651e607568d25a1da038105,442,2,302.53,1,1,5,115,Hibernating
34361,630ada7cef0f4ec490c09725e943499c,154,2,48.78,4,1,1,411,Promising
34364,630b53ee81b257e794880292133bf170,65,2,123.54,5,1,4,514,New customers
34374,6311210076969b89d82ee9663c88f66b,15,2,48.98,5,1,1,511,New customers
34419,6333aca7e61257c54c206cecc84559ce,567,7,66.9,1,4,2,142,At risk
34428,6337af5c62eac96c7e4533af747872df,368,2,28.0,2,1,1,211,Hibernating
34453,634abb8644a5c935250dc7d8201413bb,49,2,64.2,5,1,2,512,New customers
34484,6364e6758c586ecffceded7d3a988efb,286,5,96.8,3,3,3,333,Potential loyalists
34583,63b964e79dee32a3587651701a2b8dbf,189,11,423.58,4,5,5,455,Loyal customers
34615,63d6b822c9b82abb95d18d43cc3f79c8,361,2,88.72,2,1,3,213,Hibernating
34630,63e248449dc3f7b75648351e1dc68264,270,2,112.83,3,1,3,313,About to sleep
34633,63e66520bb65f8fdf7a7fa9f5e1a335c,464,3,77.9,1,1,3,113,Hibernating
34660,63f68ffa0f446541d46ab78adc2c1a20,222,5,81.0,3,3,3,333,Potential loyalists
34661,63f6cd19616df5f2d0965a676bc1ee70,70,2,85.97,5,1,3,513,New customers
34693,64070c5f2b01790e6eb66086e9cc852a,243,2,138.39000000000001,3,1,4,314,About to sleep
34709,641408196c4d2b94fb690b7ca0dddba1,142,2,57.85,4,1,2,412,Promising
34726,641e3183819490fc29ced77d639e9379,277,2,36.0,3,1,1,311,About to sleep
34728,641ea55c1a9954a48b198146db68cad9,272,2,51.69,3,1,1,311,About to sleep
34750,6430b9e20f8b2acf27b7cb72406d0c87,182,3,147.15,4,1,4,414,Promising
34768,643c9a48cf1fbc625746c3533e4d7c4a,343,5,71.82000000000001,2,3,2,232,At risk
34809,6457e3fd7f768aef7be536207c963d9f,110,2,69.64,4,1,2,412,Promising
34810,6458e6b2bd04e77c2beab6b813baacec,73,2,70.89,5,1,2,512,New customers
34821,6460e159a18c30b34b2b542866ff829c,233,2,38.5,3,1,1,311,About to sleep
34850,647ec85c95efad786c21bc2ec967de35,499,2,104.7,1,1,3,113,Hibernating
34857,648121b599d98c420ef93f6135f8c80c,458,3,171.57,1,1,4,114,Hibernating
34865,6488f2a76eab9b9daeba726d73c2e762,552,2,36.49,1,1,1,111,Hibernating
34915,64ad3c86c789e4ec8abda9f287bdacb4,274,5,116.24,3,3,4,334,Potential loyalists
34955,64c9a979badcca497531f08b91c67c21,36,2,67.54,5,1,2,512,New customers
34983,64df235a93b53bccd4f7189cec632e63,286,2,237.84,3,1,5,315,About to sleep
35089,653f5d3367160dc1985d939aa321a3bd,181,2,188.94,4,1,5,415,Promising
35090,654017a2194ab4ac5d0f58012d5d5a5b,135,2,83.1,4,1,3,413,Promising
35156,657296a285e256531d85d3230f0d904b,71,2,30.23,5,1,1,511,New customers
35215,659e17d303758fa459f2b37ef353f5c4,442,3,112.95,1,1,3,113,Hibernating
35221,65a60febfb84d9080ba940046cb70dc0,124,2,182.62,4,1,5,415,Promising
35229,65ab89d0154ae1f5ed267cccf02c299b,219,3,94.30999999999999,3,1,3,313,About to sleep
35267,65c9e0808cb89c7417c7ed4ad2d78fe3,347,2,111.41,2,1,3,213,Hibernating
35284,65d79ebd74ab7244b7c75799809ce6c6,191,2,95.31,4,1,3,413,Promising
35292,65d9f34a0361382394c7ede678879c0b,22,2,310.94,5,1,5,515,New customers
35298,65dd288522b06b501b85cb2c05152190,252,2,87.64,3,1,3,313,About to sleep
35316,65eaeca6715cc2110a236f3881434876,13,2,64.47,5,1,2,512,New customers
35332,65f66bced8bf7a1879abfeef1efd54e7,146,5,93.03,4,3,3,433,Potential loyalists
35339,65fc362d3d6288deed5b6284b492669d,152,2,65.22,4,1,2,412,Promising
35413,6631da7e6d5498aafb370521ea6069e8,405,3,115.36999999999999,2,1,4,214,Hibernating
35414,663265e45a00b348067fd6580670e653,223,2,65.53,3,1,2,312,About to sleep
35522,6675acfe74b6018b50ddfc8293b1f8b5,377,2,64.62,2,1,2,212,Hibernating
35708,670de4316291fd064c67a6dc89b10ca4,39,2,390.77,5,1,5,515,New customers
35768,673111533756b7bb9f2271d6cfcedf32,84,2,64.06,5,1,2,512,New customers
35811,674bd561f2a7868436ca0e8589b0b3f0,290,2,134.57999999999998,3,1,4,314,About to sleep
35896,679b6663d92f901171c7d9544094fbc3,179,2,51.84,4,1,1,411,Promising
35930,67b161cde4ae3f48b46458ab5b2ddcdd,266,2,132.03,3,1,4,314,About to sleep
35936,67b73da9983e08fd2e278531a7062d89,404,2,178.44,2,1,5,215,Hibernating
35952,67ca8a588d64d60990648ca5e2e61c73,444,2,139.07,1,1,4,114,Hibernating
35956,67cddce6a950f9af839be8e688f9f287,345,2,24.75,2,1,1,211,Hibernating
35972,67ddd0891499d2826566d7efc66b02d1,69,2,86.41,5,1,3,513,New customers
35990,67e9e30e4c2cca9243f671d7ac6a7f73,133,2,218.3,4,1,5,415,Promising
35998,67ec955996d7971b82e80aea6029aead,62,4,131.66,5,2,4,524,Potential loyalists
36005,67f17583aa3d40a008f98ff8abc14069,342,3,67.09,2,1,2,212,Hibernating
36022,67ffd7e91bfa7548cc1738f299de6746,323,4,140.78,2,2,4,224,Hibernating
36070,682449c788b11d4c5ef647150e828bac,29,2,45.379999999999995,5,1,1,511,New customers
36073,68256f31fadd4aad4a03b0ac128f9012,483,2,104.7,1,1,3,113,Hibernating
36076,6828f49c4fe2b5f50f12e6120d5ffb78,97,2,70.95,5,1,2,512,New customers
36086,6830eb32e96945a8f31e658357a94d15,233,2,147.15,3,1,4,314,About to sleep
36162,68645ed3218b1188294bfdc32e6e62a2,343,2,239.68,2,1,5,215,Hibernating
36173,686ca7499141a82f95123c370af061b0,229,3,47.68,3,1,1,311,About to sleep
36228,6899257ef9335343fd6eaa0daa8c52a8,29,5,66.46000000000001,5,3,2,532,Potential loyalists
36275,68bf428bd03e9aef02dfbe4e8b437c60,171,2,186.96,4,1,5,415,Promising
36291,68cf5258d0825b8f05134eb031c30190,113,2,120.8,4,1,4,414,Promising
36299,68d3e5d419a75d87677d27f67c5b2a04,482,2,125.66000000000001,1,1,4,114,Hibernating
36319,68dd34002f944ab9a6fa25771296a550,240,2,66.91,3,1,2,312,About to sleep
36412,69210c211fa9580bf9fedd109e979f7d,364,2,124.42,2,1,4,214,Hibernating
36483,6962cfc35f21a68b37734f341484b193,124,2,132.76,4,1,4,414,Promising
36522,6984aa9651157fa05f5814889e11de87,450,3,71.14,1,1,2,112,Hibernating
36540,698d37db246ad6fc8f0d3f5a1a3a7bf7,445,2,137.07,1,1,4,114,Hibernating
36555,6995f12b21fdf8e6a245b17888e38a46,504,2,75.5,1,1,2,112,Hibernating
36611,69c095e20533ed0e7245ab4ad0282fac,423,2,43.92,1,1,1,111,Hibernating
36616,69c332bdd81e457614a7674cfd817a4b,227,2,136.11,3,1,4,314,About to sleep
36685,69ef16c37c5321b59e8872d780ffb5b3,371,2,51.09,2,1,1,211,Hibernating
36730,6a0fdc8625275b516a4cf721d28261f8,453,2,148.06,1,1,4,114,Hibernating
36735,6a156870c25beee81fa1374d048c5055,156,2,37.92,4,1,1,411,Promising
36762,6a2b9e1cf75c8dc7507792227a5d0ee8,346,2,59.75,2,1,2,212,Hibernating
36805,6a4b76a89df86cce6a5bd6d5ea253c8b,172,2,142.66,4,1,4,414,Promising
36822,6a54b14b9e3beb628bf3489862bb8281,185,2,211.60000000000002,4,1,5,415,Promising
36841,6a5fba7498609a7aa97bb68654096329,550,2,50.86,1,1,1,111,Hibernating
36848,6a64d3236b45b82c56432501b7358de2,141,2,115.37,4,1,4,414,Promising
36875,6a798d0efee6cbd32eebdd288a101383,490,2,27.08,1,1,1,111,Hibernating
36940,6aab0c0683221c586fec4f82bd36edd8,262,2,26.35,3,1,1,311,About to sleep
36944,6aae5a715cdba6e7d4333a0eeeead63b,313,2,208.09,2,1,5,215,Hibernating
36965,6abaa7c4f5f3b290c9f1557da81084fc,147,4,57.230000000000004,4,2,2,422,Potential loyalists
36993,6ad0ed6c76ed5dc462481347dba1288f,108,2,326.1,5,1,5,515,New customers
37057,6b0193831bbff00334b02903472f6c84,147,3,43.13,4,1,1,411,Promising
37062,6b04ea93ce93cef2a5fbdfe302e21331,330,2,91.47999999999999,2,1,3,213,Hibernating
37081,6b116549ed56c86707f9c9eeaa654941,234,2,82.42,3,1,3,313,About to sleep
37122,6b3a94d9eb50fb6b8fe146eeaa06b575,322,2,236.49,2,1,5,215,Hibernating
37144,6b4698a7406abadac8afabf5f8b1a87c,140,2,55.230000000000004,4,1,2,412,Promising
37148,6b49f46fe51b14c54872f603facd73a3,93,2,83.75,5,1,3,513,New customers
37189,6b649f0117e2b3658720bce8190c51cc,389,2,77.57,2,1,2,212,Hibernating
37239,6b8894ad156c065a00870dbd022c9d23,91,2,179.85000000000002,5,1,5,515,New customers
37342,6be53640c1d4a90f0064be51c63bcebb,362,3,176.32,2,1,4,214,Hibernating
37350,6bebac2b80effd654b22673ae0b91570,180,2,100.81,4,1,3,413,Promising
37388,6c066824b81db30f3789b3c494b2852b,193,2,221.16,4,1,5,415,Promising
37389,6c06d044bd00f13419b2e34b2aaeba94,533,2,154.65,1,1,4,114,Hibernating
37430,6c298afb86c5e59ab2304f486948f306,286,2,90.14999999999999,3,1,3,313,About to sleep
37442,6c33226d12ff402d2818d9d6c7042496,291,3,112.19,3,1,3,313,About to sleep
37444,6c33ccb5da77dfb0538222fafb1d84f2,153,2,39.61,4,1,1,411,Promising
37468,6c4961fd4b4f7102b656ae5d8f2ee517,218,4,59.01,3,2,2,322,About to sleep
37522,6c7151ab32254f20b2ced39493d176b7,413,2,408.13,2,1,5,215,Hibernating
37567,6c9787272e638f3b015c87576858e044,116,2,56.39,4,1,2,412,Promising
37619,6cbc59fd1d1f852406689ea9ad5fbffa,230,2,287.06,3,1,5,315,About to sleep
37641,6cd040460d7a32fa711a4da0dc30f187,298,2,31.79,2,1,1,211,Hibernating
37714,6cfeaded31c296bc1201f7cb08c4c83b,23,2,69.66,5,1,2,512,New customers
37716,6d00cd7a9751462820dddbed135e3375,474,2,291.71999999999997,1,1,5,115,Hibernating
37738,6d0e4977b6c66f02151b69c461845724,421,2,61.790000000000006,1,1,2,112,Hibernating
37785,6d2a8a62ccdc51e36d7624e110ebd2a1,97,2,229.15,5,1,5,515,New customers
37796,6d32e15ee697f3a2ab5f26b82ff8ed0d,571,2,155.5,1,1,4,114,Hibernating
37801,6d366ad79f5f14df9f838727285a6fde,26,2,91.82,5,1,3,513,New customers
37854,6d5e1d35a851d675a22340b72a01a285,259,2,44.379999999999995,3,1,1,311,About to sleep
37872,6d67f906ad6110359e143ccbc441073c,294,2,42.089999999999996,2,1,1,211,Hibernating
37896,6d7caf3c6d9820247a945d2be2ee8e18,300,2,88.19,2,1,3,213,Hibernating
37916,6d85a3ac7c668a1b826400ae9879c06e,560,2,107.36,1,1,3,113,Hibernating
37930,6d911daa38cfeec4a1151bbd94910101,411,2,65.09,2,1,2,212,Hibernating
37958,6da4a9737f336aa2e82f44bb0e868cdb,421,2,324.96000000000004,1,1,5,115,Hibernating
37989,6db9ffb75f1ab4e8ff22cd38c5c32579,229,2,100.34,3,1,3,313,About to sleep
38002,6dc07a25c59429bb3dded5bf3545f23f,77,6,367.54,5,4,5,545,Champions
38017,6dc95df834f2d7815109d4fe874ca6eb,262,3,116.25,3,1,4,314,About to sleep
38071,6dee66a764300a20244d9cf65bd47268,228,2,113.15,3,1,3,313,About to sleep
38079,6df4246f1cf9de5292f78450941d26eb,565,2,103.11,1,1,3,113,Hibernating
38092,6dfdf991a8e16e9846a86a6d2a3be7fe,416,2,126.28,1,1,4,114,Hibernating
38106,6e08731a27b94c6dba5538443378da82,229,2,225.22,3,1,5,315,About to sleep
38149,6e27bba7912469fdd0527f2c6c8ea100,224,2,82.7,3,1,3,313,About to sleep
38193,6e44e2abc8653ed3a1898883a172f547,159,2,79.97,4,1,3,413,Promising
38211,6e4fce89806ba59751307949337ed655,324,2,209.98000000000002,2,1,5,215,Hibernating
38229,6e5b962a5db843edc33fd181f87d4725,565,2,264.61,1,1,5,115,Hibernating
38232,6e5db51c4562a1a11fda0b8b24de7d6d,117,2,223.68,4,1,5,415,Promising
38244,6e66d0911bc117a0afc6313ee9a0abe1,229,3,57.0,3,1,2,312,About to sleep
38270,6e76e9daea3deba36f2b41d8eefe934a,18,3,65.43,5,1,2,512,New customers
38277,6e82a7813cfd686eca3f3d7ce6705d62,15,2,58.46,5,1,2,512,New customers
38323,6ea6599690fba2aad65f1ac0433a3af2,468,3,142.1,1,1,4,114,Hibernating
38344,6eb400779c4aad2461aa5f0badbcf7ec,27,5,284.82,5,3,5,535,Potential loyalists
38346,6eb47ff47e714ed6395a35e258741d99,316,2,156.45000000000002,2,1,4,214,Hibernating
38415,6ee2f17e3b6c33d6a9557f280edd2925,537,12,425.4,1,5,5,155,Can't lose them
38429,6eeb0d55dcc3c0d2973619f1362da7f5,49,3,237.6,5,1,5,515,New customers
38430,6eebaa1366d1fecc9273ab402af38d5d,306,2,111.02,2,1,3,213,Hibernating
38501,6f1c4cb92372672fc31a3a960b7890a4,105,2,68.93,5,1,2,512,New customers
38512,6f241d5bbb142b6f764387c8c270645a,110,6,1020.0,4,4,5,445,Loyal customers
38575,6f511bdde13d8de37379becebabb7fd2,472,6,61.75,1,4,2,142,At risk
38585,6f5d85c34547e2f08bf91ff2f839e054,103,2,86.36,5,1,3,513,New customers
38646,6f876d87bb2552c9b2063e96228ec5cd,279,2,72.14,3,1,2,312,About to sleep
38669,6f94b1ea17a3f9a486ba749dc9b72959,171,2,212.26999999999998,4,1,5,415,Promising
38690,6fa63b4b3cdf930c98e8371069c66ca8,169,3,54.95,4,1,2,412,Promising
38693,6fa8f3946080c37c68b16234a475b081,250,2,55.690000000000005,3,1,2,312,About to sleep
38718,6fbe4775f3b882bef0f10d86a55ca4ae,322,2,107.78,2,1,3,213,Hibernating
38733,6fcd437a7ec74153d5d279c854213536,135,2,64.28999999999999,4,1,2,412,Promising
38743,6fd328f1a74a0777918cdb53bad86308,115,2,85.44,4,1,3,413,Promising
38761,6fe3189a52c5a26a8980af19d26b30d6,111,2,101.5,4,1,3,413,Promising
38786,6ff1ce1223fc24d2a1e47c4f93c3ebfc,126,2,241.15,4,1,5,415,Promising
38903,704435bd61cfb6de6ef8559c90f64aa2,71,2,106.36999999999999,5,1,3,513,New customers
38987,708c3f976416fee8bc3252ff6c411f41,382,2,130.0,2,1,4,214,Hibernating
38996,709149b32638dbe23f758382c325536d,163,2,190.7,4,1,5,415,Promising
39016,709f16434c52bb050358b970cdc88abc,228,2,50.339999999999996,3,1,1,311,About to sleep
39025,70a6da4bfbfe2520b1db2523499c330b,336,3,116.36,2,1,4,214,Hibernating
39027,70a8c394877add5aef4577770c71acf2,86,3,320.95,5,1,5,515,New customers
39081,70cb12077370218b7b21f70e78d3dfd4,243,6,101.78,3,4,3,343,Loyal customers
39102,70dd390d4cce478ae3b76a877a1f8cd1,176,2,88.91,4,1,3,413,Promising
39216,713b64f2b0813a55f85ad855aa1b6bad,436,2,143.25,1,1,4,114,Hibernating
39257,715a4bb1f449f0b1594f8619a155d81f,340,2,99.69999999999999,2,1,3,213,Hibernating
39263,715dd4e1d91653e1bb321fddac59b55d,542,2,306.76,1,1,5,115,Hibernating
39268,715f6330b32864005e645e571dbb2fe8,276,5,45.0,3,3,1,331,Potential loyalists
39320,718f5495b3bce9a9f415631186f52956,491,2,69.25999999999999,1,1,2,112,Hibernating
39356,71aa01cc47a448e60c96835dadd9fa8d,325,2,85.14,2,1,3,213,Hibernating
39357,71aaca101e760b339740798f91ff6283,203,2,93.01,4,1,3,413,Promising
39367,71b06680c1a73b4477a3a43863284cb5,326,2,395.96000000000004,2,1,5,215,Hibernating
39370,71b3c28ced6fa14321a92998ecd717e2,177,7,74.05,4,4,2,442,Loyal customers
39375,71b5cbb958bd657c21d085a0d8d93ed4,371,2,30.1,2,1,1,211,Hibernating
39386,71c2fbcb3ce7ca6eab6cd1ef3fc8a852,321,2,146.68,2,1,4,214,Hibernating
39430,71e0544719fa3df92e71213e2e83fb4b,39,3,72.14,5,1,2,512,New customers
39474,71fdbaa760e25ef2449d79d1c4264021,367,3,174.86,2,1,4,214,Hibernating
39482,7203adde3a9d76f21c2b01223d07c2b0,565,3,40.39,1,1,1,111,Hibernating
39486,720d7be2cfbad4db907a1a9d1357612a,392,2,62.47,2,1,2,212,Hibernating
39499,7213b48aa052d444b1ec51ce800a4ab4,68,2,56.6,5,1,2,512,New customers
39517,7224ce4000539b85758bdae0e06fb611,567,2,82.19,1,1,3,113,Hibernating
39577,724fa3780ed5a2f3e252c9b8978afc07,201,2,30.18,4,1,1,411,Promising
39631,72770bac9967ba159eebde97c2550718,118,2,55.13,4,1,2,412,Promising
39648,72818cc027ac2fb7e5f7dba71da98aca,379,2,194.32,2,1,5,215,Hibernating
39690,729f3a53386dad2106c9e1dd8727554d,11,2,97.57,5,1,3,513,New customers
39757,72d3414ecbce9f4d2ddab40a0e7c8747,386,2,73.93,2,1,2,212,Hibernating
39769,72d97c01c1b9497a30172c51f3f4072b,111,2,78.01,4,1,3,413,Promising
39771,72db172e77409b4cc768552a16548206,533,3,378.61,1,1,5,115,Hibernating
39772,72db73a033e83f15b192a35675a7884b,26,2,60.42,5,1,2,512,New customers
39773,72dc9948f6e570763c3ce7cf97342a1d,242,2,108.0,3,1,3,313,About to sleep
39787,72f02da56adb4850be5d63288e906390,291,6,45.7,3,4,1,341,Loyal customers
39803,72faf3075f590421c984b38197bbf833,507,2,208.79999999999998,1,1,5,115,Hibernating
39820,730325254d70acdb14dd00de0e81eb52,229,2,115.01,3,1,4,314,About to sleep
39898,734061465fe7d5790e21853ba9721acc,181,2,111.82,4,1,3,413,Promising
39942,735d56579112c3d18725357404ca2d54,36,4,260.97,5,2,5,525,Potential loyalists
40027,73a1cdebbca2e661d484b28a55a3a02b,413,7,104.92,2,4,3,243,At risk
40067,73bbcfcb50f0200bc6a83f902495c0c3,532,2,87.75999999999999,1,1,3,113,Hibernating
40080,73c42df75ba6c72886b7dc426d3db891,145,2,121.51,4,1,4,414,Promising
40129,73ee8ac995e6714d70adec2abb1c6459,101,6,93.11,5,4,3,543,Champions
40167,7400e7fb9fde7018d1ae165aaf5c5ca0,305,2,102.72,2,1,3,213,Hibernating
40184,740c51ceb4a79f84c7a3e38728e69d0c,190,2,113.43,4,1,3,413,Promising
40220,74245fe8288c7bdcbcd4644b2edf5beb,11,2,214.58,5,1,5,515,New customers
40305,745454cb92c05df2dac86352cdad7d65,84,2,247.19,5,1,5,515,New customers
40332,746704bb5f6ca629195b6a5195014c50,335,2,35.0,2,1,1,211,Hibernating
40374,7486e979006d7e8197f5d0fdebcd62de,389,2,61.11,2,1,2,212,Hibernating
40480,74d926a57beb2bbd42d8b69f723128a8,217,2,45.42,3,1,1,311,About to sleep
40516,74fa7da987003f4756e87a5b1dcb11b1,399,2,86.25,2,1,3,213,Hibernating
40527,7501487f2c74cc52064641b5793bbf4e,1,2,56.599999999999994,5,1,2,512,New customers
40582,752e6b5b69b420a430beecc48889a67d,231,3,97.21000000000001,3,1,3,313,About to sleep
40588,75328d5e4b644743bbae293093f7be6e,160,2,62.769999999999996,4,1,2,412,Promising
40589,7532d2eec50bc367e71a40131b56fdb3,281,2,126.12,3,1,4,314,About to sleep
40596,7535c2b0ea212f291e0379e60a80888c,238,3,140.07999999999998,3,1,4,314,About to sleep
40607,753bcbb77173dfa6ebba16f4dedc2eb2,278,2,36.349999999999994,3,1,1,311,About to sleep
40648,7553de5aa5baf90320a1430402ca931b,253,3,147.44,3,1,4,314,About to sleep
40673,75644d190d3f51f6230b265ae2b3f6d8,24,2,83.79,5,1,3,513,New customers
40710,757ffcfa9fecc9d37ef8047386ca2ff6,120,3,258.96,4,1,5,415,Promising
40750,7590c5e72f02a94f0092598c1211e1e0,502,2,45.04,1,1,1,111,Hibernating
40784,75a545a5f0690cd8a87bc8c0ca332916,201,2,39.24,4,1,1,411,Promising
40788,75aa0f7b76847ca2b890f2e844a4df54,254,2,108.28999999999999,3,1,3,313,About to sleep
40814,75baf74d97b2339e14e57681073a42ef,39,3,533.76,5,1,5,515,New customers
40823,75c10aae5ed03135ec947742e1537be0,385,2,102.74000000000001,2,1,3,213,Hibernating
40905,75ff064e942910b72e1ab6ddfabdda46,125,2,42.78,4,1,1,411,Promising
40938,761641bbf969934835f65b3374ddd6b7,413,2,254.51999999999998,2,1,5,215,Hibernating
40954,7623a517e40b45628d3c89bbce2eb1f4,344,2,77.57,2,1,2,212,Hibernating
40966,762b44d8a082596c909aed7fda962505,63,2,137.63,5,1,4,514,New customers
40972,762e8ea539165da0ae00470a4f8e477e,207,2,38.09,3,1,1,311,About to sleep
41005,7643b43de9e212cd2a0205a0ab34586b,216,2,172.54999999999998,3,1,4,314,About to sleep
41062,766bcf96753cc0dc0655f962597f2ea6,101,2,51.22,5,1,1,511,New customers
41109,76845da09dd4d1a8d9a81965c6cb84ab,269,2,217.15,3,1,5,315,About to sleep
41118,768eba0592dcb00cff1bd76eda466c96,34,7,309.8,5,4,5,545,Champions
41169,76b2d3449b756c2e84a83128f038c116,182,2,37.48,4,1,1,411,Promising
41177,76ba439a98b509237329cc60c29c7374,301,2,55.05,2,1,2,212,Hibernating
41207,76d021f040aed67b05b1c76350fa4a35,188,2,67.91,4,1,2,412,Promising
41219,76dd2e33346ff360e5cf6da8211027fd,315,2,91.77,2,1,3,213,Hibernating
41295,770d6e5d00352cbaef765742ab1ca211,350,2,125.50999999999999,2,1,4,214,Hibernating
41311,771460028f9bb4394935112dac04a6a4,186,2,161.48,4,1,4,414,Promising
41334,772bc39f945af45cdf5168ed7ffb5204,440,2,91.38,1,1,3,113,Hibernating
41445,7782a956d5644bf1eba50c63aa9c4a64,126,2,81.12,4,1,3,413,Promising
41464,7791d0eaf5b8b96db289aef6ef2c2c38,417,3,135.59,1,1,4,114,Hibernating
41472,7795e3faa6e16fc40aafee568b25a85d,532,2,55.96,1,1,2,112,Hibernating
41562,77d20cce54e3b6b20b7207081077b084,449,2,52.5,1,1,2,112,Hibernating
